Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,time_of_day,Customer_Category,Season,Promotion,Member
1000001991,2021-07-27,Thomas Bishop,"['Peanut Butter', 'Allergy Medicine', 'Shampoo', 'Yoga Mat', 'Handbag', 'Folders']",6,52.58,Debit Card,Kristinchester,08:46:22,Adult (30-49),Spring,None,Yes
1000001992,2020-09-13,Tanya Smith,"['Heels', 'Index Cards', 'Luggage', 'Post-it Notes', 'Floss']",5,36.75,Cash,Phillipstown,14:39:16,Young Adult (20-29),Spring,Discount on Selected Items,Yes
1000001993,2023-06-25,Brett Bass,"['Purse', 'Wallet', 'Garlic Powder', 'Band-Aids', 'Tote Bag']",5,35.19,Mobile Payment,Scottstad,19:17:48,Adult (30-49),Summer,None,No
1000001994,2022-12-19,Michele Campos,"['Frozen Pie', 'Pencils', 'Folders', 'Bath Mat']",4,18.200000000000003,Cash,Mooreton,10:29:21,Young Adult (20-29),Fall,None,No
1000001995,2021-06-01,Larry Dean,"['Cookies', 'Plastic Wrap', 'Frozen Fries']",3,28.53,Credit Card,East Sharon,09:36:54,Adult (30-49),Fall,None,No
1000001996,2022-12-29,Paul Paul,['Nail Polish Remover'],1,19.95,Cash,Lake Cody,16:06:36,Adult (30-49),Spring,None,No
1000001997,2023-09-02,Jason Cooper,"['Yoga Pants', 'Hat']",2,15.83,Debit Card,Aprilville,14:04:06,Adult (30-49),Summer,BOGO (Buy One Get One),Yes
1000001998,2021-03-08,Chad Davis,"['Honey', 'Notebooks', 'Scissors']",3,29.54,Credit Card,Port Vanessaberg,11:29:05,Adult (30-49),Summer,None,No
1000001999,2022-06-08,Jessica Paul,['Cookies'],1,6.97,Cash,East Brendaton,21:25:19,Middle-aged (50-64),Summer,Discount on Selected Items,No
1000002000,2023-07-19,Lisa Brown,"['Bubble Bath', 'Frozen Bread']",2,20.26,Debit Card,Jeremiahhaven,08:33:20,Senior (65+),Fall,Discount on Selected Items,Yes
1000002001,2023-02-04,Teresa Harrison,"['Frozen Breakfast Sandwiches', 'Tape', 'Insect Repellent', 'Paper Plates', 'Leggings']",5,66.06,Credit Card,West Stephanieview,22:50:28,Teenager (13-19),Spring,None,No
1000002002,2020-03-05,Alexandra Davis,['Sorbets'],1,7.4,Mobile Payment,East Kimberlyburgh,06:22:48,Adult (30-49),Fall,None,Yes
1000002003,2020-03-18,Aaron Woods,"['Messenger Bag', 'Bobby Pins', 'Shaving Cream', 'Raisins', 'Jelly']",5,63.779999999999994,Cash,West Georgeton,16:30:50,Adult (30-49),Fall,BOGO (Buy One Get One),No
1000002004,2020-01-13,Leroy Underwood,"['Frozen Dinners', 'Foam Roller', 'Frozen Breakfast Sandwiches', 'Bubble Bath']",4,28.909999999999997,Debit Card,Parsonsberg,17:32:30,Middle-aged (50-64),Spring,BOGO (Buy One Get One),Yes
1000002005,2021-06-11,Sabrina Ramirez MD,"['Bath Mat', 'Exercise Bike', 'Paper Towels', 'Mints']",4,41.82,Debit Card,West Gary,19:23:19,Senior (65+),Spring,BOGO (Buy One Get One),No
1000002006,2023-10-22,Hannah Castillo,"['Facial Tissue', 'Ear Muffs']",2,25.630000000000003,Cash,Lake Kathleenbury,06:46:27,Adult (30-49),Winter,None,Yes
1000002007,2020-07-31,Jennifer Jones,"['Kettlebells', 'Resistance Bands', 'Toothpaste']",3,23.54,Mobile Payment,South Jonathonville,19:48:36,Adult (30-49),Summer,Discount on Selected Items,No
1000002008,2022-12-18,Lisa Gomez,"['Frozen Vegetables', 'Post-it Notes', 'Frozen Dinners', 'Salt', 'Leggings', 'Razors']",6,61.349999999999994,Cash,West Toddmouth,14:31:23,Middle-aged (50-64),Spring,Discount on Selected Items,No
1000002009,2023-02-23,Victoria Perez,"['Body Wash', 'Ice Cream', 'Oranges']",3,32.56999999999999,Debit Card,East Michaelaborough,07:02:42,Adult (30-49),Winter,BOGO (Buy One Get One),No
1000002010,2021-04-02,Veronica Zamora,"['Shower Shoes', 'Hand Sanitizer', 'Heels', 'Frozen Dinners']",4,18.48,Credit Card,West Dennisfort,21:58:54,Middle-aged (50-64),Spring,Discount on Selected Items,Yes
1000002011,2021-11-02,Amanda Mays,"['Belt', 'Bagels', 'Butter', 'Garlic Powder', 'Canned Tuna', 'Envelopes']",6,82.82,Debit Card,Alexisbury,11:19:59,Young Adult (20-29),Spring,BOGO (Buy One Get One),No
1000002012,2023-07-03,Robert Moore,"['Cinnamon', 'Purse', 'Canola Oil', 'Olive Oil']",4,42.18,Debit Card,Port Kimberlyland,05:37:49,Adult (30-49),Fall,None,No
1000002013,2021-07-04,Stephanie Wood,"['Thermometer', 'Belt', 'Umbrella', 'Cough Syrup', 'Hand Sanitizer', 'Coffee', 'Jump Rope']",7,61.629999999999995,Cash,Jesusville,10:47:18,Adult (30-49),Spring,Discount on Selected Items,No
1000002014,2022-01-06,Christy Webb,"['Construction Paper', 'Crayons', 'Toothbrush', 'Purse', 'Aluminum Foil']",5,37.699999999999996,Cash,New Kimberly,18:56:57,Senior (65+),Fall,Discount on Selected Items,Yes
1000002015,2021-06-09,Regina Garcia,"['Folders', 'Sneakers', 'Shelving', 'Sugar', 'Coat', 'Resistance Bands', 'Frozen Vegetables']",7,63.11,Credit Card,New Johntown,12:55:50,Senior (65+),Summer,None,No
1000002016,2023-07-16,Brittany Norman,"['Notebook Paper', 'Frozen Fries', 'Bath Mat', 'Frozen Sausages']",4,42.4,Debit Card,North Chad,15:55:38,Adult (30-49),Fall,BOGO (Buy One Get One),No
1000002017,2020-10-13,Ann Hunter,"['Picture Frames', 'Nail Clippers', 'Mints', 'Frozen Pie']",4,37.96,Mobile Payment,Hernandezchester,19:29:40,Young Adult (20-29),Fall,None,No
1000002018,2021-11-19,Linda Wilson,"['Shampoo', 'Nail Clippers', 'Beer', 'Toilet Bowl Cleaner', 'Paper Plates', 'Chips', 'Pencils', 'Lighter', 'Thermometer']",9,75.35,Mobile Payment,West Savannahmouth,15:05:19,Teenager (13-19),Spring,BOGO (Buy One Get One),Yes
1000002019,2021-05-31,Lacey Marsh,"['Gum', 'Frozen Burritos', 'Ice Cream Cones', 'Frozen Cake', 'Construction Paper', 'Soap']",6,90.54,Cash,Michaelborough,11:02:00,Middle-aged (50-64),Spring,Discount on Selected Items,No
1000002020,2021-08-07,Elizabeth Stone,"['Cotton Balls', 'Underwear', 'Cereal', 'Jam', 'Moving Boxes', 'Crayons', 'Bath Salts', 'Shoes', 'Olive Oil']",9,85.99000000000001,Credit Card,Port Dianaland,15:57:07,Young Adult (20-29),Summer,BOGO (Buy One Get One),Yes
1000002021,2020-01-27,Dominic Pierce,"['Oats', 'Flip Flops', 'Instant Noodles', 'Bananas', 'Photo Albums', 'Soda', 'Kettlebells']",7,94.88,Mobile Payment,New Kathy,08:12:19,Teenager (13-19),Winter,None,Yes
1000002022,2021-04-24,William Gonzalez,"['Colored Pencils', 'Scissors', 'Frozen Meatballs', 'Juice', 'Swim Trunks']",5,58.31,Debit Card,South Jasonport,13:25:59,Adult (30-49),Spring,Discount on Selected Items,Yes
1000002023,2021-03-10,Kathleen Garcia,"['Cold Medicine', 'Tweezers', 'Shaving Cream', 'Crackers', 'Yoga Mat', 'Cough Drops', 'Beer', 'Lotion', 'Ice Cream Bars']",9,61.82,Mobile Payment,Lake Candiceside,15:59:23,Senior (65+),Spring,None,Yes
1000002024,2022-10-10,Bruce Robertson,"['Frozen Cake', 'Frozen Bread', 'Pain Relievers', 'Conditioner', 'Ketchup', 'Canned Fruit', 'Donuts', 'Toilet Paper']",8,80.97,Debit Card,East Rebecca,09:48:19,Adult (30-49),Summer,None,Yes
1000002025,2023-08-06,Jennifer Rosario,"['Shower Shoes', 'Shower Curtain', 'Floss', 'Toothbrush']",4,32.86,Mobile Payment,Mclaughlinfort,08:16:29,Young Adult (20-29),Spring,None,Yes
1000002026,2021-02-10,Mario Dodson,"['Hot Sauce', 'Lighter Fluid', 'Fabric Softener', 'Ruler', 'Floss']",5,37.17999999999999,Debit Card,Anthonyhaven,09:31:53,Senior (65+),Fall,Discount on Selected Items,Yes
1000002027,2021-07-17,Marvin Avila,"['Oats', 'Protein Powder', 'Briefcase', 'Slippers', 'Light Bulbs', 'Disinfectant Wipes']",6,64.21000000000001,Debit Card,Ashleychester,18:53:26,Senior (65+),Winter,Discount on Selected Items,No
1000002028,2022-05-16,Eric Frederick,"['Beer', 'Vinegar', 'Pickles', 'Mayonnaise', 'Crackers', 'Duct Tape', 'Construction Paper', 'Soy Sauce', 'Yogurt']",9,93.02999999999999,Debit Card,West Cindystad,14:14:43,Adult (30-49),Fall,None,No
1000002029,2023-09-27,Kathleen Thomas,"['Towels', 'Socks', 'Lip Balm', 'Canned Vegetables', 'Ear Muffs', 'Tote Bag', 'Pasta Sauce', 'Boots', 'Foam Roller']",9,89.36,Cash,West Deanna,10:15:12,Young Adult (20-29),Winter,None,Yes
1000002030,2020-11-03,Joshua Byrd,"['Raisins', 'Foam Roller', 'Butter', 'Body Wash', 'Bathrobe', 'Gum', 'Belt']",7,89.77000000000001,Credit Card,South Clayton,08:10:54,Young Adult (20-29),Winter,BOGO (Buy One Get One),Yes
1000002031,2021-12-01,Amanda Nguyen,"['T-Shirt', 'Comb', 'Ice Cream Tubs', 'Coat', 'Dumbbells']",5,63.14,Mobile Payment,Vasquezview,10:42:21,Young Adult (20-29),Fall,None,No
1000002032,2023-07-13,Michelle Hernandez,"['Sports Bra', 'Frozen Sausages', 'Super Glue', 'Bug Spray', 'Blouse', 'One-Piece Swimsuit']",6,47.49999999999999,Mobile Payment,Port Tyler,18:37:21,Teenager (13-19),Summer,None,Yes
1000002033,2020-09-30,Victoria Wright,"['Cream Cheese', 'Bathrobe', 'Bug Spray']",3,44.69,Credit Card,Veronicaton,11:43:34,Middle-aged (50-64),Winter,Discount on Selected Items,No
1000002034,2020-05-22,Danny Fuller,"['Bath Bombs', 'Scissors']",2,4.87,Debit Card,New Curtis,12:24:43,Young Adult (20-29),Summer,Discount on Selected Items,No
1000002035,2020-04-30,Michael Murray,"['Frozen Bagels', 'Headbands', 'Canned Soup', 'Hangers', 'Mayonnaise', 'Disinfectant Wipes', 'Pain Relievers', 'Laptop Bag', 'Water', 'Pretzels']",10,100.88000000000001,Credit Card,Clarkhaven,15:35:26,Young Adult (20-29),Spring,BOGO (Buy One Get One),Yes
1000002036,2021-02-09,Bryce Gregory,"['Cheese', 'Vegetable Oil', 'Dried Cranberries']",3,26.220000000000002,Debit Card,Lake Jay,19:46:18,Young Adult (20-29),Fall,BOGO (Buy One Get One),Yes
1000002037,2021-05-30,Marcus Peterson,"['Popsicles', 'Cotton Balls', 'Binders', 'Slippers']",4,42.82,Mobile Payment,Cuevaston,14:39:18,Young Adult (20-29),Winter,Discount on Selected Items,No
1000002038,2021-02-25,Gregory Young,"['Donuts', 'Nail Polish Remover', 'Notebooks', 'Oats', 'Hoodie', 'Sports Bra']",6,74.96000000000001,Mobile Payment,Dannyton,21:06:40,Adult (30-49),Summer,None,Yes
1000002039,2022-01-16,April Miller,"['Candles', 'Boots', 'Bleach']",3,24.88,Debit Card,Barneshaven,17:57:13,Young Adult (20-29),Winter,None,No
1000002040,2021-11-25,Patricia Jacobs,"['Napkins', 'Cream Cheese', 'Rowing Machine', 'Bobby Pins']",4,56.739999999999995,Credit Card,Zavalaborough,11:23:41,Middle-aged (50-64),Spring,Discount on Selected Items,Yes
1000002041,2023-11-27,Johnny Gonzalez,"['Frozen Pancakes', 'T-Shirt', 'Laptop Bag', 'Purse']",4,44.160000000000004,Debit Card,South Sethland,16:08:31,Adult (30-49),Spring,None,No
1000002042,2022-04-29,Charles Ellis,"['Bug Spray', 'Cinnamon', 'Instant Noodles', 'Pretzels', 'Cookies', 'Soap']",6,76.50999999999999,Mobile Payment,Port Donna,18:38:27,Young Adult (20-29),Fall,None,Yes
1000002043,2020-01-10,Steven Eaton,"['Backpack', 'Capri Pants', 'Insect Repellent', 'Bathrobe', 'Shorts', 'Soy Sauce']",6,65.47,Cash,Connieberg,09:19:05,Adult (30-49),Summer,BOGO (Buy One Get One),No
1000002044,2021-05-19,Anthony Martin,"['Nail Polish Remover', 'Markers', 'Jump Rope', 'Pajamas', 'Mouthwash', 'Pencils', 'Sorbets', 'Calculator', 'Lollipops', 'Sports Bra']",10,92.72999999999999,Mobile Payment,East Tina,14:07:08,Young Adult (20-29),Fall,None,Yes
1000002045,2021-02-24,Kelly Parker,"['Frozen Pie', 'Floss', 'Cough Syrup', 'Sneakers', 'Crackers', 'Rice']",6,75.19999999999999,Debit Card,New Garyside,09:41:52,Middle-aged (50-64),Spring,BOGO (Buy One Get One),No
1000002046,2020-04-01,Tim Powell,"['Wine', 'Mustard', 'Mac and Cheese', 'Cereal', 'Flip Flops', 'Baking Powder']",6,53.49,Credit Card,West Patricia,09:03:25,Senior (65+),Spring,None,Yes
1000002047,2023-04-17,Juan Herman,"['Scissors', 'Paprika', 'Frozen Burritos', 'Polo Shirt', 'Wallet', 'Jelly']",6,55.650000000000006,Credit Card,Everettburgh,16:26:05,Adult (30-49),Summer,Discount on Selected Items,Yes
1000002048,2020-07-01,David Hill,"['Toilet Bowl Cleaner', 'Cucumber', 'Pretzels', 'Onion Powder', 'Garlic Powder', 'Socks', 'Mac and Cheese', 'Pasta']",8,61.550000000000004,Cash,West Brendaview,14:05:23,Teenager (13-19),Fall,Discount on Selected Items,Yes
1000002049,2022-01-06,Vincent Price,"['Pull-up Bar', 'Cough Drops', 'Rowing Machine', 'Chicken', 'Canned Soup', 'Hand Sanitizer', 'Cashews', 'Sunscreen', 'Duct Tape', 'Ruler']",10,99.07000000000001,Cash,West Tracy,18:22:50,Middle-aged (50-64),Winter,Discount on Selected Items,Yes
1000002050,2023-01-11,James Barker,"['Stamps', 'Messenger Bag', 'Baking Powder', 'Pickles', 'Capri Pants', 'Ice Cream Cones']",6,53.41,Mobile Payment,North Michaelstad,08:28:08,Adult (30-49),Spring,None,Yes
1000002051,2023-11-03,Lori Martinez,"['Disinfectant Wipes', 'Juice', 'Plastic Utensils', 'Batteries', 'Exercise Ball', 'Mustard']",6,75.11999999999999,Cash,Johnsonfurt,16:59:49,Young Adult (20-29),Fall,BOGO (Buy One Get One),Yes
1000002052,2021-08-17,Carlos Aguilar,"['Notebooks', 'Toilet Bowl Cleaner']",2,18.04,Mobile Payment,New Gregoryville,15:06:20,Teenager (13-19),Summer,Discount on Selected Items,Yes
1000002053,2021-12-05,Justin Cook,"['Floss', 'Stamps', 'Bananas', 'Slippers', 'Shoes', 'Sweater', 'Plastic Utensils', 'Pickles', 'Swim Trunks', 'Toilet Bowl Cleaner', 'Jam', 'Olives']",12,132.42,Cash,New Kellyfurt,20:18:10,Teenager (13-19),Winter,Discount on Selected Items,No
1000002054,2023-09-25,Kristy Morrow,"['Shoes', 'Beer', 'Pickles', 'Shower Cap', 'Calculator']",5,48.370000000000005,Credit Card,West Vanessa,08:13:51,Adult (30-49),Fall,None,Yes
1000002055,2023-05-10,Donald Fields,"['Shorts', 'Allergy Medicine']",2,30.340000000000003,Credit Card,Denisebury,18:12:07,Middle-aged (50-64),Winter,None,Yes
1000002056,2020-11-07,Rachel Baker,"['Blouse', 'Post-it Notes', 'Dress', 'Apples', 'Gloves']",5,46.239999999999995,Credit Card,Tracyhaven,09:24:14,Young Adult (20-29),Fall,Discount on Selected Items,No
1000002057,2020-12-07,Miss Carmen Johnson,"['Sports Bra', 'Notebooks', 'Cashews', 'Paper Cups', 'Capri Pants', 'Pain Relievers', 'Olive Oil', 'Treadmill', 'Protein Bars', 'Charcoal']",10,93.80000000000001,Cash,Karenburgh,18:43:27,Adult (30-49),Spring,Discount on Selected Items,No
1000002058,2023-06-13,Gary Woods,"['Bath Mat', 'Olive Oil', 'Duffel Bag', 'Toothpaste', 'Barbecue Sauce', 'Ramen']",6,60.03,Credit Card,Port Kevinchester,08:13:20,Adult (30-49),Summer,BOGO (Buy One Get One),No
1000002059,2020-04-25,Alec Lamb,"['Cotton Swabs', 'Garlic Powder', 'Goggles']",3,41.7,Cash,Elizabethfort,19:49:07,Adult (30-49),Winter,BOGO (Buy One Get One),Yes
1000002060,2022-11-29,Jaclyn Thomas,"['Nail Clippers', 'Syrup', 'Frozen Chicken Nuggets', 'Dish Soap', 'Baking Powder']",5,56.849999999999994,Credit Card,Bonniechester,09:26:37,Senior (65+),Winter,None,No
1000002061,2023-01-01,Grant Scott,"['Brownies', 'Frozen Pizza Rolls', 'Exercise Bike', 'Mayonnaise', 'Flour']",5,39.730000000000004,Credit Card,Greenfort,20:56:30,Teenager (13-19),Summer,None,Yes
1000002062,2021-08-09,Andrea Martinez,"['Sunscreen', 'Soap', 'Frozen Pancakes', 'Disinfectant Wipes', 'Pickles', 'Frozen Fish Sticks', 'Toilet Paper']",7,75.64999999999999,Mobile Payment,Port Andrewstad,17:58:25,Teenager (13-19),Fall,BOGO (Buy One Get One),Yes
1000002063,2020-03-07,Kathleen Wilson,"['Hairbrush', 'Honey', 'Bath Mat', 'Frozen Pizza Rolls', 'Extension Cord', 'Frozen Meatballs', 'Salt', 'Heels']",8,71.06,Mobile Payment,East Tyler,20:24:37,Young Adult (20-29),Winter,BOGO (Buy One Get One),No
1000002064,2021-04-13,Laura Jones,"['Napkins', 'Frozen Breakfast Sandwiches', 'Conditioner', 'Pasta']",4,35.269999999999996,Credit Card,West Patricia,16:29:23,Teenager (13-19),Winter,Discount on Selected Items,Yes
1000002065,2022-02-21,Amanda King,['Sponges'],1,13.72,Debit Card,Madelineport,18:36:14,Middle-aged (50-64),Fall,Discount on Selected Items,No
1000002066,2023-10-22,Richard Schaefer,"['Sponges', 'Raisins', 'Frozen Pie', 'Super Glue', 'Bath Salts', 'Tomatoes', 'Eggs']",7,81.91,Credit Card,South Bryan,20:51:31,Middle-aged (50-64),Winter,None,Yes
1000002067,2020-11-30,Leslie Thomas,"['Ice Cream Tubs', 'First Aid Kit', 'Sponges', 'Comb']",4,50.2,Debit Card,Davidborough,10:35:30,Teenager (13-19),Winter,Discount on Selected Items,No
1000002068,2020-12-21,Margaret Wilson,"['Frozen Fish Sticks', 'Jeans', 'Canned Vegetables', 'Yoga Mat', 'Batteries', 'Trail Mix', 'Exercise Bike', 'Soda', 'Aluminum Foil']",9,116.84,Cash,Tiffanystad,10:36:53,Young Adult (20-29),Spring,None,No
1000002069,2020-12-12,Erin Johns,"['Pickles', 'Lollipops', 'Boots', 'Iced Tea', 'Duct Tape']",5,60.29,Cash,North Brenda,20:32:06,Adult (30-49),Spring,BOGO (Buy One Get One),No
1000002070,2023-08-21,Joseph Perez,"['Cereal', 'Briefcase', 'Laundry Detergent', 'Towels', 'Elliptical']",5,46.9,Credit Card,Lake Anthony,14:37:17,Middle-aged (50-64),Spring,None,Yes
1000002071,2020-01-05,Scott Rivas,"['Charcoal', 'Barbecue Sauce', 'Hangers', 'Cream Cheese']",4,65.59,Mobile Payment,Barryton,13:28:03,Middle-aged (50-64),Spring,BOGO (Buy One Get One),Yes
1000002072,2022-10-18,Jose Cox,['Bagels'],1,3.6,Mobile Payment,West Meganburgh,10:20:13,Middle-aged (50-64),Winter,Discount on Selected Items,No
1000002073,2020-11-09,Mark Schneider,"['Floss', 'Bubble Wrap', 'Light Bulbs', 'Messenger Bag', 'Soda', 'Dryer Sheets']",6,46.33,Mobile Payment,Vickietown,19:00:27,Young Adult (20-29),Winter,BOGO (Buy One Get One),Yes
1000002074,2022-12-04,Carolyn Silva,"['Cough Drops', 'Paper Towels', 'Iced Tea', 'Cheese', 'Capri Pants']",5,51.5,Mobile Payment,Daybury,16:21:12,Middle-aged (50-64),Summer,BOGO (Buy One Get One),No
1000002075,2021-03-31,Jonathan Collins,"['Heels', 'Calculator', 'Facial Tissue', 'Vinegar', 'One-Piece Swimsuit']",5,25.65,Debit Card,Teresamouth,15:07:11,Adult (30-49),Fall,None,Yes
1000002076,2022-08-25,Richard Robertson,['Coffee'],1,1.66,Credit Card,Smithland,16:32:28,Senior (65+),Spring,None,No
1000002077,2022-09-01,Dana Gomez,"['Bubble Bath', 'Baking Soda', 'Tape', 'Batteries', 'Pain Relievers', 'Ice Cream Bars']",6,54.9,Mobile Payment,Marvinfort,11:59:04,Adult (30-49),Winter,Discount on Selected Items,No
1000002078,2022-11-16,Brian Johnson,"['Pretzels', 'Cucumber']",2,15.120000000000001,Mobile Payment,Murphyton,17:39:40,Young Adult (20-29),Fall,BOGO (Buy One Get One),No
1000002079,2021-03-16,Margaret Garrett,"['Canned Vegetables', 'Bikini', 'Weight Bench', 'Multi-Surface Cleaner', 'Sunscreen']",5,50.05,Mobile Payment,Danielburgh,19:38:56,Middle-aged (50-64),Summer,BOGO (Buy One Get One),No
1000002080,2023-05-20,Sara Horton,"['Wallet', 'Razors', 'Binders', 'Wine', 'Aluminum Foil', 'Bobby Pins', 'Yoga Mat', 'Canned Tuna', 'Duffel Bag', 'Yoga Pants', 'Sandals', 'Tweezers']",12,111.08000000000001,Mobile Payment,South Melaniefort,14:14:10,Teenager (13-19),Fall,None,No
1000002081,2023-08-22,Matthew Mitchell,"['Protein Shakes', 'Bobby Pins', 'Frozen Waffles', 'Briefcase']",4,54.06,Cash,West Greggtown,16:40:30,Adult (30-49),Fall,Discount on Selected Items,Yes
1000002082,2022-08-11,Joseph Nguyen,"['Hand Sanitizer', 'Blouse', 'Tomato Sauce', 'Donuts', 'Extension Cord', 'Scrubbers', 'Shoes', 'Syrup', 'Skirt', 'Bleach', 'Hot Sauce', 'Kettlebells']",12,102.58,Cash,Alvarezside,16:50:17,Middle-aged (50-64),Fall,None,Yes
1000002083,2023-07-24,Patricia Dunn,"['Ketchup', 'Toothbrush', 'Sunscreen', 'Rug']",4,37.09,Cash,Brownland,06:52:51,Young Adult (20-29),Summer,BOGO (Buy One Get One),No
1000002084,2022-10-15,Carrie Rodriguez,"['Rice', 'Canned Vegetables']",2,38.46,Debit Card,North Daniel,10:08:31,Adult (30-49),Spring,Discount on Selected Items,Yes
1000002085,2020-09-26,Stephanie Phillips,"['Wine', 'Bubble Wrap', 'Tape', 'Vegetable Oil']",4,58.42,Cash,East Norman,23:09:13,Young Adult (20-29),Summer,Discount on Selected Items,Yes
1000002086,2020-08-16,Timothy Matthews,"['Shampoo', 'Bathrobe', 'Swim Trunks', 'Sweater', 'Washcloths', 'Cheese', 'Butter']",7,93.95000000000002,Debit Card,Stephenmouth,12:19:41,Middle-aged (50-64),Spring,BOGO (Buy One Get One),No
1000002087,2021-04-02,Kurt Gibson,"['Briefcase', 'Lighter', 'Toothbrush', 'Sports Drinks']",4,25.1,Mobile Payment,Elizabethbury,00:58:28,Middle-aged (50-64),Winter,BOGO (Buy One Get One),Yes
1000002088,2022-06-30,Benjamin Benton,"['Energy Drinks', 'Brown Sugar']",2,33.07,Mobile Payment,Leebury,14:01:34,Middle-aged (50-64),Winter,Discount on Selected Items,Yes
1000002089,2023-01-24,Shannon Ellis,"['Trail Mix', 'Lighter Fluid', 'Coffee', 'Frozen Bagels', 'Photo Albums', 'Frozen Fruit', 'Treadmill', 'Cumin', 'First Aid Kit', 'Leggings', 'Flats']",11,131.48999999999998,Debit Card,Mercedesfurt,16:30:36,Young Adult (20-29),Fall,None,Yes
1000002090,2021-01-12,Mrs. Jessica Mcclure,"['Pasta', 'Olives']",2,23.14,Mobile Payment,Port Sherry,13:35:33,Teenager (13-19),Fall,BOGO (Buy One Get One),Yes
1000002091,2020-08-09,Gary Garcia,"['Sandals', 'Protein Bars', 'Milk', 'Eggs']",4,43.29,Mobile Payment,North Joseph,08:49:56,Teenager (13-19),Fall,BOGO (Buy One Get One),No
1000002092,2020-06-09,Veronica Hood,"['Bagels', 'Orange Juice', 'Sports Bra', 'Lighter Fluid', 'Salt', 'Gym Bag', 'Facial Tissue']",7,50.64,Credit Card,West Tracy,06:04:53,Middle-aged (50-64),Winter,None,No
1000002093,2020-10-15,Francisco Pope,"['Duct Tape', 'Insect Repellent', 'Dish Soap', 'Nail Clippers', 'Shampoo', 'Light Bulbs']",6,56.550000000000004,Mobile Payment,Lake Sydney,23:32:33,Senior (65+),Summer,Discount on Selected Items,No
1000002094,2022-07-25,Debra White,"['Shower Cap', 'Garlic Powder', 'Belt']",3,44.97,Mobile Payment,Ryanport,09:08:06,Senior (65+),Spring,BOGO (Buy One Get One),Yes
1000002095,2023-06-28,Tracey Campos,"['Index Cards', 'Batteries']",2,22.34,Cash,Michaelland,14:19:06,Young Adult (20-29),Fall,None,No
1000002096,2023-03-20,Corey Bradford,"['Gloves', 'Gym Towel', 'Nail Clippers', 'Ear Muffs', 'Pants', 'Canned Fruit']",6,67.08,Cash,Port Karen,04:05:32,Young Adult (20-29),Winter,Discount on Selected Items,No
1000002097,2023-01-26,Charles Avila,"['Candy Bars', 'Shampoo', 'Carry-on Bag']",3,23.25,Credit Card,South Justinfort,20:54:44,Teenager (13-19),Spring,Discount on Selected Items,Yes
1000002098,2021-01-23,Guy Horn,"['Salt', 'Bra', 'Wallet', 'Briefcase', 'Dish Soap', 'Paper Towels', 'Barbecue Sauce', 'Frozen Waffles', 'Oranges']",9,105.31,Debit Card,Davisview,19:18:18,Middle-aged (50-64),Fall,None,No
1000002099,2020-12-16,Michelle Rodriguez,"['Extension Cord', 'Gum', 'Hat', 'Bleach']",4,39.26,Debit Card,Bryanview,15:00:06,Young Adult (20-29),Summer,BOGO (Buy One Get One),No
1000002100,2022-10-25,Victoria Bradshaw,"['Markers', 'Ziploc Bags', 'Plastic Wrap', 'Frozen Breakfast Sandwiches', 'Notebook Paper', 'Hat', 'Scissors']",7,68.52,Cash,North Robertland,16:13:01,Teenager (13-19),Fall,BOGO (Buy One Get One),No
1000002101,2020-08-11,Ryan Mendoza,"['Protein Powder', 'Beer']",2,30.200000000000003,Mobile Payment,Johnmouth,13:55:09,Adult (30-49),Spring,None,No
1000002102,2023-09-05,Jenna Scott,"['Nail Polish', 'Frozen Pizza Rolls']",2,26.490000000000002,Cash,West Ericaborough,08:54:30,Young Adult (20-29),Spring,None,Yes
1000002103,2020-03-31,Christine Davis,"['Washcloths', 'Soda', 'Snack Cakes', 'Bug Spray', 'Garlic Powder', 'Markers', 'Water']",7,91.71,Cash,Lake Nicholas,22:05:09,Senior (65+),Winter,None,Yes
1000002104,2022-11-08,Robin Hernandez,"['Capri Pants', 'Canned Tuna', 'Ice Cream']",3,34.91,Debit Card,Arthurstad,11:44:16,Adult (30-49),Spring,None,No
1000002105,2021-12-21,Derrick Chaney,"['Muffins', 'Foam Roller', 'Briefcase', 'Lighter Fluid']",4,32.35,Debit Card,Livingstonton,12:49:33,Adult (30-49),Spring,Discount on Selected Items,Yes
1000002106,2021-10-05,Nancy Smith,"['Lighter Fluid', 'Cinnamon', 'Calculator', 'Frozen Cookies']",4,35.7,Cash,Weberborough,14:05:10,Middle-aged (50-64),Fall,None,Yes
1000002107,2022-01-11,Diane Hampton,"['Belt', 'Brown Sugar', 'Workout Clothes', 'Lotion', 'Bobby Pins']",5,50.3,Cash,Bowmanland,17:33:01,Young Adult (20-29),Fall,BOGO (Buy One Get One),No
1000002108,2023-05-01,Dustin Smith,"['Pasta', 'Photo Albums', 'Lemonade', 'Nail Clippers', 'Blouse']",5,63.18,Cash,South Nicholas,13:45:46,Teenager (13-19),Summer,Discount on Selected Items,Yes
1000002109,2021-03-02,Heidi Beck,['Gum'],1,4.04,Debit Card,Williamport,10:44:22,Young Adult (20-29),Winter,None,Yes
1000002110,2022-07-12,Alicia Rodriguez,"['Pain Relievers', 'Dryer Sheets', 'Workout Clothes', 'Stain Remover', 'Apples', 'Cinnamon', 'Gym Towel']",7,59.51,Mobile Payment,Port Stephenmouth,17:41:07,Young Adult (20-29),Fall,BOGO (Buy One Get One),No
